tarih,magaza_no,mal_no,toplam_satis_tl,toplam_satis_adet
2017-09-17,5136,8011740,3.47,3
2017-09-18,5136,8011740,1.16,1
2017-09-21,5136,8011740,5.78,5
2017-09-22,5136,8011740,6.94,6
2017-09-23,5136,8011740,3.47,3
2017-09-24,5136,8011740,1.16,1
2017-09-25,5136,8011740,1.16,1
2017-09-26,5136,8011740,8.1,7
2017-09-28,5136,8011740,1.16,1
2017-09-29,5136,8011740,1.16,1
2017-09-30,5136,8011740,2.31,2
2017-10-04,5136,8011740,11.58,10
2017-10-05,5136,8011740,1.16,1
2017-10-06,5136,8011740,2.31,2
2017-10-07,5136,8011740,1.16,1
2017-10-08,5136,8011740,1.16,1
2017-10-10,5136,8011740,2.32,2
2017-10-12,5136,8011740,1.16,1
2017-10-13,5136,8011740,4.62,4
2017-10-14,5136,8011740,2.31,2
2017-10-15,5136,8011740,4.63,4
2017-10-16,5136,8011740,3.48,3
2017-10-17,5136,8011740,11.57,10
2017-10-19,5136,8011740,2.32,2
2017-10-20,5136,8011740,1.16,1
2017-10-21,5136,8011740,3.47,3
2017-10-22,5136,8011740,1.16,1
2017-10-25,5136,8011740,2.32,2
2017-10-26,5136,8011740,6.95,6
2017-10-27,5136,8011740,2.32,2
2017-10-28,5136,8011740,1.16,1
2017-10-30,5136,8011740,1.16,1
2017-10-31,5136,8011740,4.63,4
2017-11-01,5136,8011740,3.47,3
2017-11-02,5136,8011740,2.32,2
2017-11-03,5136,8011740,4.63,4
2017-11-04,5136,8011740,4.63,4
2017-11-05,5136,8011740,11.57,10
2017-11-06,5136,8011740,2.31,2
2017-11-07,5136,8011740,8.1,7
2017-11-08,5136,8011740,6.95,6
2017-11-09,5136,8011740,6.94,6
2017-11-10,5136,8011740,9.26,8
2017-11-11,5136,8011740,3.47,3
2017-11-12,5136,8011740,9.26,8
2017-11-13,5136,8011740,1.16,1
2017-11-14,5136,8011740,2.32,2
2017-11-15,5136,8011740,6.95,6
2017-11-18,5136,8011740,3.48,3
2017-11-19,5136,8011740,3.48,3
2017-11-20,5136,8011740,3.47,3
2017-11-21,5136,8011740,2.32,2
2017-11-23,5136,8011740,3.47,3
2017-11-24,5136,8011740,4.63,4
2017-11-25,5136,8011740,4.63,4
2017-11-26,5136,8011740,5.78,5
2017-11-27,5136,8011740,1.16,1
2017-11-29,5136,8011740,1.16,1
2017-11-30,5136,8011740,3.47,3
2017-12-01,5136,8011740,1.16,1
2017-12-02,5136,8011740,1.16,1
2017-12-03,5136,8011740,9.26,8
2017-12-05,5136,8011740,1.16,1
2017-12-06,5136,8011740,3.47,3
2017-12-08,5136,8011740,5.79,5
2017-12-09,5136,8011740,5.78,5
2017-12-10,5136,8011740,3.48,3
2017-12-11,5136,8011740,3.47,3
2017-12-12,5136,8011740,6.94,6
2017-12-14,5136,8011740,3.47,3
2017-12-15,5136,8011740,2.32,2
2017-12-16,5136,8011740,6.95,6
2017-12-17,5136,8011740,4.62,4
2017-12-18,5136,8011740,6.94,6
2017-12-19,5136,8011740,4.63,4
2017-12-20,5136,8011740,10.41,9
2017-12-21,5136,8011740,5.79,5
2017-12-22,5136,8011740,12.73,11
2017-12-23,5136,8011740,3.47,3
2017-12-24,5136,8011740,2.32,2
2017-12-26,5136,8011740,2.32,2
2017-12-27,5136,8011740,1.16,1
2017-12-28,5136,8011740,26.61,23
2017-12-29,5136,8011740,3.48,3
2017-12-30,5136,8011740,9.25,8
2017-12-31,5136,8011740,1.16,1
