tarih,magaza_no,mal_no,toplam_satis_tl,toplam_satis_adet
2017-01-04,4816,8017442,1.86,2
2017-01-05,4816,8017442,1.86,2
2017-01-06,4816,8017442,0.93,1
2017-01-12,4816,8017442,0.93,1
2017-01-13,4816,8017442,0.93,1
2017-01-15,4816,8017442,0.93,1
2017-01-17,4816,8017442,2.78,3
2017-01-19,4816,8017442,1.85,2
2017-01-20,4816,8017442,2.78,3
2017-01-21,4816,8017442,0.93,1
2017-01-30,4816,8017442,3.7,4
2017-02-13,4816,8017442,2.78,3
2017-02-14,4816,8017442,0.93,1
2017-02-19,4816,8017442,2.78,3
2017-02-22,4816,8017442,1.86,2
2017-02-23,4816,8017442,0.93,1
2017-02-24,4816,8017442,0.93,1
2017-02-27,4816,8017442,0.93,1
2017-02-28,4816,8017442,0.93,1
2017-03-09,4816,8017442,0.93,1
2017-03-13,4816,8017442,6.49,7
2017-03-14,4816,8017442,4.64,5
2017-03-15,4816,8017442,0.93,1
2017-03-16,4816,8017442,1.86,2
2017-03-20,4816,8017442,0.93,1
2017-03-21,4816,8017442,1.86,2
2017-03-22,4816,8017442,2.78,3
2017-03-23,4816,8017442,2.78,3
2017-04-03,4816,8017442,1.86,2
2017-04-06,4816,8017442,0.93,1
2017-04-07,4816,8017442,0.93,1
2017-04-11,4816,8017442,0.93,1
2017-04-12,4816,8017442,2.78,3
2017-04-13,4816,8017442,2.78,3
2017-04-14,4816,8017442,1.85,2
2017-04-16,4816,8017442,1.86,2
2017-04-17,4816,8017442,3.71,4
2017-04-19,4816,8017442,5.56,6
2017-04-27,4816,8017442,0.93,1
2017-04-28,4816,8017442,1.86,2
2017-04-29,4816,8017442,2.79,3
2017-05-01,4816,8017442,0.93,1
2017-05-02,4816,8017442,1.86,2
2017-05-04,4816,8017442,1.86,2
2017-05-08,4816,8017442,2.79,3
2017-05-09,4816,8017442,0.93,1
2017-05-12,4816,8017442,3.71,4
2017-05-16,4816,8017442,0.83,1
2017-05-18,4816,8017442,0.83,1
2017-05-21,4816,8017442,0.83,1
2017-05-25,4816,8017442,1.67,2
2017-05-28,4816,8017442,0.83,1
2017-05-30,4816,8017442,1.67,2
2017-06-01,4816,8017442,1.66,2
2017-06-02,4816,8017442,0.83,1
2017-06-06,4816,8017442,3.33,4
2017-06-08,4816,8017442,0.83,1
2017-06-10,4816,8017442,0.83,1
2017-06-13,4816,8017442,0.83,1
2017-06-20,4816,8017442,0.83,1
2017-06-21,4816,8017442,0.83,1
2017-06-22,4816,8017442,1.66,2
2017-06-26,4816,8017442,0.83,1
2017-06-27,4816,8017442,0.83,1
2017-06-28,4816,8017442,4.16,5
2017-06-29,4816,8017442,1.66,2
2017-06-30,4816,8017442,3.33,4
2017-07-03,4816,8017442,4.99,6
2017-07-04,4816,8017442,7.77,7
2017-07-05,4816,8017442,3.33,3
2017-07-06,4816,8017442,12.22,11
2017-07-07,4816,8017442,3.33,3
2017-07-09,4816,8017442,1.11,1
2017-07-10,4816,8017442,2.22,2
2017-07-11,4816,8017442,5.55,5
2017-07-12,4816,8017442,1.11,1
2017-07-13,4816,8017442,7.77,7
2017-07-14,4816,8017442,3.33,3
2017-07-15,4816,8017442,1.11,1
2017-07-17,4816,8017442,4.44,4
2017-07-19,4816,8017442,1.11,1
2017-07-20,4816,8017442,1.11,1
2017-07-21,4816,8017442,2.22,2
2017-07-22,4816,8017442,1.11,1
2017-07-23,4816,8017442,1.11,1
2017-07-25,4816,8017442,4.44,4
2017-08-03,4816,8017442,1.11,1
2017-08-04,4816,8017442,1.11,1
2017-08-05,4816,8017442,4.44,4
2017-08-06,4816,8017442,2.22,2
2017-08-07,4816,8017442,2.22,2
2017-08-09,4816,8017442,3.33,3
2017-08-10,4816,8017442,2.22,2
2017-08-11,4816,8017442,1.11,1
2017-08-12,4816,8017442,1.11,1
2017-08-14,4816,8017442,4.44,4
2017-08-15,4816,8017442,2.22,2
2017-08-17,4816,8017442,1.11,1
2017-08-18,4816,8017442,4.44,4
2017-08-19,4816,8017442,5.56,5
2017-08-21,4816,8017442,4.44,4
2017-08-24,4816,8017442,4.44,4
2017-08-25,4816,8017442,2.22,2
2017-08-26,4816,8017442,1.11,1
2017-08-28,4816,8017442,1.11,1
2017-08-29,4816,8017442,2.22,2
2017-09-05,4816,8017442,1.11,1
2017-09-07,4816,8017442,1.11,1
2017-09-08,4816,8017442,2.22,2
2017-09-09,4816,8017442,1.11,1
2017-10-24,4816,8017442,1.11,1
2017-10-25,4816,8017442,3.33,3
2017-10-26,4816,8017442,3.33,3
2017-10-27,4816,8017442,4.44,4
2017-10-29,4816,8017442,3.33,3
2017-10-31,4816,8017442,2.22,2
2017-11-03,4816,8017442,1.11,1
2017-11-08,4816,8017442,4.44,4
2017-11-09,4816,8017442,3.33,3
2017-11-13,4816,8017442,2.22,2
2017-11-14,4816,8017442,1.11,1
2017-11-17,4816,8017442,1.11,1
2017-11-21,4816,8017442,1.11,1
2017-11-22,4816,8017442,1.11,1
2017-12-01,4816,8017442,1.11,1
2017-12-09,4816,8017442,1.11,1
2017-12-20,4816,8017442,3.33,3
2017-12-21,4816,8017442,1.11,1
2017-12-23,4816,8017442,1.11,1
2017-12-27,4816,8017442,1.11,1
2017-12-31,4816,8017442,1.11,1
