tarih,magaza_no,mal_no,toplam_satis_tl,toplam_satis_adet
2018-11-22,1096,8010701,120.9,39
2018-11-23,1096,8010701,130.21,42
2018-11-24,1096,8010701,148.8,48
2018-11-25,1096,8010701,195.31,63
2018-11-26,1096,8010701,217.05,70
2018-11-27,1096,8010701,99.21,32
2018-11-28,1096,8010701,65.1,21
2018-11-29,1096,8010701,83.7,27
2018-11-30,1096,8010701,120.92,39
2018-12-01,1096,8010701,195.31,63
2018-12-02,1096,8010701,179.81,58
2018-12-03,1096,8010701,86.81,28
2018-12-04,1096,8010701,93.0,30
2018-12-05,1096,8010701,124.0,40
2018-12-06,1096,8010701,80.6,26
2018-12-07,1096,8010701,201.53,65
2018-12-08,1096,8010701,130.21,42
2018-12-09,1096,8010701,133.31,43
2018-12-10,1096,8010701,89.9,29
2018-12-11,1096,8010701,74.4,24
2018-12-12,1096,8010701,74.4,24
2018-12-13,1096,8010701,96.1,31
2018-12-14,1096,8010701,124.03,40
2018-12-15,1096,8010701,139.51,45
2018-12-16,1096,8010701,139.5,45
2018-12-17,1096,8010701,77.51,25
2018-12-18,1096,8010701,133.33,43
2018-12-19,1096,8010701,105.4,34
2018-12-20,1096,8010701,52.72,17
2018-12-21,1096,8010701,155.0,50
2018-12-22,1096,8010701,189.13,61
2018-12-23,1096,8010701,155.0,50
2018-12-24,1096,8010701,176.74,57
2018-12-25,1096,8010701,68.21,22
2018-12-26,1096,8010701,114.7,37
2018-12-27,1096,8010701,108.5,35
2018-12-28,1096,8010701,155.03,50
2018-12-29,1096,8010701,235.63,76
2018-12-30,1096,8010701,350.35,113
2018-12-31,1096,8010701,465.02,150
