tarih,magaza_no,mal_no,toplam_satis_tl,toplam_satis_adet
2017-09-16,4388,8017442,3.46,5
2017-09-17,4388,8017442,1.39,2
2017-09-18,4388,8017442,3.45,5
2017-09-20,4388,8017442,2.77,4
2017-09-21,4388,8017442,1.39,2
2017-09-22,4388,8017442,4.86,7
2017-09-23,4388,8017442,3.47,5
2017-09-24,4388,8017442,3.46,5
2017-09-28,4388,8017442,2.08,3
2017-09-29,4388,8017442,0.69,1
2017-09-30,4388,8017442,2.08,3
2017-10-01,4388,8017442,1.38,2
2017-10-02,4388,8017442,1.39,2
2017-10-03,4388,8017442,2.08,3
2017-10-04,4388,8017442,4.85,7
2017-10-05,4388,8017442,4.15,6
2017-10-06,4388,8017442,4.15,6
2017-10-07,4388,8017442,3.47,5
2017-10-08,4388,8017442,0.69,1
2017-10-10,4388,8017442,1.39,2
2017-10-11,4388,8017442,0.69,1
2017-10-12,4388,8017442,11.11,16
2017-10-22,4388,8017442,2.22,2
2017-10-23,4388,8017442,2.22,2
2017-10-24,4388,8017442,12.22,11
2017-10-29,4388,8017442,3.33,3
2017-10-31,4388,8017442,1.11,1
2017-11-01,4388,8017442,2.22,2
2017-11-02,4388,8017442,1.11,1
2017-11-03,4388,8017442,3.33,3
2017-11-04,4388,8017442,3.33,3
2017-11-05,4388,8017442,1.11,1
2017-11-07,4388,8017442,2.22,2
2017-11-08,4388,8017442,1.11,1
2017-11-12,4388,8017442,10.0,9
2017-11-13,4388,8017442,2.22,2
2017-11-15,4388,8017442,1.11,1
2017-11-16,4388,8017442,1.11,1
2017-11-17,4388,8017442,5.55,5
2017-11-18,4388,8017442,2.22,2
2017-11-19,4388,8017442,5.55,5
2017-11-20,4388,8017442,1.11,1
2017-11-21,4388,8017442,7.77,7
2017-11-22,4388,8017442,2.22,2
2017-11-24,4388,8017442,1.11,1
2017-11-25,4388,8017442,4.44,4
2017-11-30,4388,8017442,2.22,2
2017-12-03,4388,8017442,1.11,1
2017-12-04,4388,8017442,3.33,3
2017-12-06,4388,8017442,1.11,1
2017-12-07,4388,8017442,2.22,2
2017-12-08,4388,8017442,3.33,3
2017-12-09,4388,8017442,5.55,5
2017-12-11,4388,8017442,2.22,2
2017-12-12,4388,8017442,1.11,1
2017-12-13,4388,8017442,3.33,3
2017-12-14,4388,8017442,1.11,1
2017-12-16,4388,8017442,1.11,1
2017-12-17,4388,8017442,1.11,1
2017-12-18,4388,8017442,1.11,1
2017-12-19,4388,8017442,2.22,2
2017-12-20,4388,8017442,4.44,4
2017-12-21,4388,8017442,4.44,4
2017-12-22,4388,8017442,2.22,2
2017-12-23,4388,8017442,2.22,2
2017-12-24,4388,8017442,1.11,1
2017-12-25,4388,8017442,7.78,7
2017-12-26,4388,8017442,1.11,1
2017-12-27,4388,8017442,2.22,2
2017-12-28,4388,8017442,2.22,2
2017-12-29,4388,8017442,4.44,4
2017-12-30,4388,8017442,2.22,2
2017-12-31,4388,8017442,4.44,4
