tarih,magaza_no,mal_no,toplam_satis_tl,toplam_satis_adet
2017-01-01,3889,8011605,3.47,1
2017-01-05,3889,8011605,6.94,2
2017-01-06,3889,8011605,10.41,3
2017-01-07,3889,8011605,6.94,2
2017-01-08,3889,8011605,3.47,1
2017-01-09,3889,8011605,10.41,3
2017-01-14,3889,8011605,3.47,1
2017-01-18,3889,8011605,3.47,1
2017-01-21,3889,8011605,6.94,2
2017-01-24,3889,8011605,3.47,1
2017-01-25,3889,8011605,3.47,1
2017-01-27,3889,8011605,3.47,1
2017-01-30,3889,8011605,10.41,3
2017-02-03,3889,8011605,13.88,4
2017-02-04,3889,8011605,6.94,2
2017-02-05,3889,8011605,3.47,1
2017-02-07,3889,8011605,3.47,1
2017-02-11,3889,8011605,3.47,1
2017-02-22,3889,8011605,6.94,2
2017-02-24,3889,8011605,3.47,1
2017-02-25,3889,8011605,10.41,3
2017-02-26,3889,8011605,10.41,3
2017-03-01,3889,8011605,17.36,5
2017-03-02,3889,8011605,3.47,1
2017-03-03,3889,8011605,3.47,1
2017-03-04,3889,8011605,10.41,3
2017-03-10,3889,8011605,3.47,1
2017-03-11,3889,8011605,6.94,2
2017-03-12,3889,8011605,6.94,2
2017-03-14,3889,8011605,6.94,2
2017-03-15,3889,8011605,3.47,1
2017-03-17,3889,8011605,6.94,2
2017-03-18,3889,8011605,6.94,2
2017-03-19,3889,8011605,6.94,2
2017-03-20,3889,8011605,6.94,2
2017-03-23,3889,8011605,3.47,1
2017-03-25,3889,8011605,6.94,2
2017-03-26,3889,8011605,3.47,1
2017-03-27,3889,8011605,3.47,1
2017-03-29,3889,8011605,3.47,1
2017-03-30,3889,8011605,3.47,1
2017-04-01,3889,8011605,6.94,2
2017-04-02,3889,8011605,6.94,2
2017-04-04,3889,8011605,3.47,1
2017-04-06,3889,8011605,3.47,1
2017-04-08,3889,8011605,3.47,1
2017-04-09,3889,8011605,6.94,2
2017-04-11,3889,8011605,3.47,1
2017-04-13,3889,8011605,3.47,1
2017-04-15,3889,8011605,3.47,1
2017-04-21,3889,8011605,13.88,4
2017-04-22,3889,8011605,17.35,5
2017-04-23,3889,8011605,6.94,2
2017-04-26,3889,8011605,7.31,2
2017-04-28,3889,8011605,18.29,5
2017-04-29,3889,8011605,14.63,4
2017-04-30,3889,8011605,7.31,2
2017-05-01,3889,8011605,3.66,1
2017-05-06,3889,8011605,3.66,1
2017-05-07,3889,8011605,3.66,1
2017-05-08,3889,8011605,7.31,2
2017-05-10,3889,8011605,3.66,1
2017-05-11,3889,8011605,3.66,1
2017-05-12,3889,8011605,3.66,1
2017-05-13,3889,8011605,10.98,3
2017-05-14,3889,8011605,14.63,4
2017-05-15,3889,8011605,3.66,1
2017-05-16,3889,8011605,3.66,1
2017-05-19,3889,8011605,10.97,3
2017-05-20,3889,8011605,7.32,2
2017-05-22,3889,8011605,14.63,4
2017-05-23,3889,8011605,10.97,3
2017-05-24,3889,8011605,14.63,4
2017-05-25,3889,8011605,3.66,1
2017-05-27,3889,8011605,7.32,2
2017-05-28,3889,8011605,10.97,3
2017-05-30,3889,8011605,10.97,3
2017-05-31,3889,8011605,3.66,1
2017-06-01,3889,8011605,3.66,1
2017-06-02,3889,8011605,7.32,2
2017-06-03,3889,8011605,7.32,2
2017-06-04,3889,8011605,7.31,2
2017-06-05,3889,8011605,7.32,2
2017-06-06,3889,8011605,3.66,1
2017-06-07,3889,8011605,18.3,5
2017-06-08,3889,8011605,10.98,3
2017-06-09,3889,8011605,7.32,2
2017-06-10,3889,8011605,14.64,4
2017-06-11,3889,8011605,21.95,6
2017-06-12,3889,8011605,3.66,1
2017-06-13,3889,8011605,3.66,1
2017-06-14,3889,8011605,3.66,1
2017-06-15,3889,8011605,3.66,1
2017-06-16,3889,8011605,7.32,2
2017-06-17,3889,8011605,7.32,2
2017-06-18,3889,8011605,14.63,4
2017-06-20,3889,8011605,10.97,3
2017-06-21,3889,8011605,7.32,2
2017-06-22,3889,8011605,3.66,1
2017-06-23,3889,8011605,10.97,3
2017-06-24,3889,8011605,7.32,2
2017-06-27,3889,8011605,10.98,3
2017-06-28,3889,8011605,10.98,3
2017-06-29,3889,8011605,7.32,2
2017-06-30,3889,8011605,3.66,1
2017-07-01,3889,8011605,25.6,7
2017-07-02,3889,8011605,7.32,2
2017-07-03,3889,8011605,3.66,1
2017-07-04,3889,8011605,3.66,1
2017-07-05,3889,8011605,3.66,1
2017-07-06,3889,8011605,10.98,3
2017-07-07,3889,8011605,7.32,2
2017-07-11,3889,8011605,10.98,3
2017-07-12,3889,8011605,3.66,1
2017-07-13,3889,8011605,3.66,1
2017-07-14,3889,8011605,21.95,6
2017-07-17,3889,8011605,14.63,4
2017-07-18,3889,8011605,10.97,3
2017-07-19,3889,8011605,7.32,2
2017-07-20,3889,8011605,7.32,2
2017-07-21,3889,8011605,7.32,2
2017-07-22,3889,8011605,10.98,3
2017-07-23,3889,8011605,7.32,2
2017-07-24,3889,8011605,3.66,1
2017-07-25,3889,8011605,10.98,3
2017-07-26,3889,8011605,10.98,3
2017-07-29,3889,8011605,7.32,2
2017-07-30,3889,8011605,7.32,2
2017-07-31,3889,8011605,10.97,3
2017-08-01,3889,8011605,3.66,1
2017-08-02,3889,8011605,10.97,3
2017-08-03,3889,8011605,10.98,3
2017-08-04,3889,8011605,7.31,2
2017-08-05,3889,8011605,7.32,2
2017-08-06,3889,8011605,7.32,2
2017-08-07,3889,8011605,3.66,1
2017-08-08,3889,8011605,7.32,2
2017-08-09,3889,8011605,3.66,1
2017-08-10,3889,8011605,10.98,3
2017-08-11,3889,8011605,18.29,5
2017-08-12,3889,8011605,3.66,1
2017-08-14,3889,8011605,3.66,1
2017-08-15,3889,8011605,10.98,3
2017-08-16,3889,8011605,7.32,2
2017-08-17,3889,8011605,10.98,3
2017-08-18,3889,8011605,7.32,2
2017-08-19,3889,8011605,10.97,3
2017-08-21,3889,8011605,10.98,3
2017-08-22,3889,8011605,7.32,2
2017-08-23,3889,8011605,7.32,2
2017-08-24,3889,8011605,3.66,1
2017-08-25,3889,8011605,7.32,2
2017-08-26,3889,8011605,3.66,1
2017-08-27,3889,8011605,7.32,2
2017-08-28,3889,8011605,3.66,1
2017-08-30,3889,8011605,7.32,2
2017-08-31,3889,8011605,7.32,2
2017-09-02,3889,8011605,7.32,2
2017-09-04,3889,8011605,3.66,1
2017-09-05,3889,8011605,7.32,2
2017-09-06,3889,8011605,14.63,4
2017-09-07,3889,8011605,3.66,1
2017-09-08,3889,8011605,7.32,2
2017-09-09,3889,8011605,10.98,3
2017-09-10,3889,8011605,14.63,4
2017-09-11,3889,8011605,3.66,1
2017-09-12,3889,8011605,7.32,2
2017-09-14,3889,8011605,3.66,1
2017-09-16,3889,8011605,25.6,7
2017-09-17,3889,8011605,14.64,4
2017-09-18,3889,8011605,7.31,2
2017-09-19,3889,8011605,7.32,2
2017-09-20,3889,8011605,18.3,5
2017-09-22,3889,8011605,10.98,3
2017-09-23,3889,8011605,14.64,4
2017-09-24,3889,8011605,3.66,1
2017-09-25,3889,8011605,25.6,7
2017-09-26,3889,8011605,7.32,2
2017-09-27,3889,8011605,10.97,3
2017-09-28,3889,8011605,14.63,4
2017-09-29,3889,8011605,7.32,2
2017-09-30,3889,8011605,7.32,2
2017-10-01,3889,8011605,7.32,2
2017-10-02,3889,8011605,7.32,2
2017-10-03,3889,8011605,3.66,1
2017-10-04,3889,8011605,3.66,1
2017-10-05,3889,8011605,3.47,1
2017-10-06,3889,8011605,3.47,1
2017-10-07,3889,8011605,3.47,1
2017-10-08,3889,8011605,13.88,4
2017-10-09,3889,8011605,3.47,1
2017-10-10,3889,8011605,6.94,2
2017-10-11,3889,8011605,13.88,4
2017-10-13,3889,8011605,10.41,3
2017-10-14,3889,8011605,6.94,2
2017-10-15,3889,8011605,24.29,7
2017-10-17,3889,8011605,3.47,1
2017-10-18,3889,8011605,6.94,2
2017-10-19,3889,8011605,10.98,3
2017-10-20,3889,8011605,10.98,3
2017-10-25,3889,8011605,10.98,3
2017-10-26,3889,8011605,10.98,3
2017-10-28,3889,8011605,14.63,4
2017-10-29,3889,8011605,14.63,4
2017-10-30,3889,8011605,7.32,2
2017-10-31,3889,8011605,14.63,4
2017-11-01,3889,8011605,3.66,1
2017-11-02,3889,8011605,17.35,5
2017-11-03,3889,8011605,10.41,3
2017-11-04,3889,8011605,3.47,1
2017-11-05,3889,8011605,3.47,1
2017-11-06,3889,8011605,3.47,1
2017-11-07,3889,8011605,10.41,3
2017-11-08,3889,8011605,10.41,3
2017-11-09,3889,8011605,3.47,1
2017-11-10,3889,8011605,10.41,3
2017-11-11,3889,8011605,6.94,2
2017-11-12,3889,8011605,3.47,1
2017-11-13,3889,8011605,10.41,3
2017-11-14,3889,8011605,13.88,4
2017-11-15,3889,8011605,3.47,1
2017-11-16,3889,8011605,10.41,3
2017-11-17,3889,8011605,3.47,1
2017-11-18,3889,8011605,10.41,3
2017-11-19,3889,8011605,10.41,3
2017-11-20,3889,8011605,3.47,1
2017-11-21,3889,8011605,3.47,1
2017-11-22,3889,8011605,3.47,1
2017-11-23,3889,8011605,10.41,3
2017-11-24,3889,8011605,13.88,4
2017-11-25,3889,8011605,17.35,5
2017-11-26,3889,8011605,6.94,2
2017-11-27,3889,8011605,3.47,1
2017-11-28,3889,8011605,3.47,1
2017-11-29,3889,8011605,10.41,3
2017-11-30,3889,8011605,13.88,4
2017-12-01,3889,8011605,3.47,1
2017-12-02,3889,8011605,24.29,7
2017-12-03,3889,8011605,3.47,1
2017-12-04,3889,8011605,3.47,1
2017-12-05,3889,8011605,6.94,2
2017-12-06,3889,8011605,6.94,2
2017-12-07,3889,8011605,3.47,1
2017-12-08,3889,8011605,3.47,1
2017-12-09,3889,8011605,20.82,6
2017-12-10,3889,8011605,10.41,3
2017-12-11,3889,8011605,3.47,1
2017-12-12,3889,8011605,20.82,6
2017-12-13,3889,8011605,6.94,2
2017-12-14,3889,8011605,6.94,2
2017-12-15,3889,8011605,3.47,1
2017-12-16,3889,8011605,10.41,3
2017-12-17,3889,8011605,3.47,1
2017-12-18,3889,8011605,3.47,1
2017-12-19,3889,8011605,10.41,3
2017-12-20,3889,8011605,3.47,1
2017-12-21,3889,8011605,10.41,3
2017-12-22,3889,8011605,13.88,4
2017-12-23,3889,8011605,10.41,3
2017-12-24,3889,8011605,10.41,3
