tarih,magaza_no,mal_no,toplam_satis_tl,toplam_satis_adet
2017-01-01,1096,8011001,22.93,15
2017-01-02,1096,8011001,32.13,21
2017-01-03,1096,8011001,45.86,30
2017-01-04,1096,8011001,44.35,29
2017-01-05,1096,8011001,29.05,19
2017-01-06,1096,8011001,50.44,33
2017-01-07,1096,8011001,62.68,41
2017-01-08,1096,8011001,53.52,35
2017-01-09,1096,8011001,55.02,36
2017-01-10,1096,8011001,39.75,26
2017-01-11,1096,8011001,33.65,22
2017-01-12,1096,8011001,29.06,19
2017-01-13,1096,8011001,30.59,20
2017-01-14,1096,8011001,45.86,30
2017-01-15,1096,8011001,16.83,11
2017-01-16,1096,8011001,27.52,18
2017-01-17,1096,8011001,45.86,30
2017-01-18,1096,8011001,36.69,24
2017-01-19,1096,8011001,33.66,22
2017-01-20,1096,8011001,43.41,26
2017-01-21,1096,8011001,68.51,40
2017-01-22,1096,8011001,61.67,36
2017-01-23,1096,8011001,25.69,15
2017-01-24,1096,8011001,25.67,15
2017-01-25,1096,8011001,29.11,17
2017-01-26,1096,8011001,39.38,23
2017-01-27,1096,8011001,34.26,20
2017-01-28,1096,8011001,41.1,24
2017-01-29,1096,8011001,30.84,18
2017-01-30,1096,8011001,32.53,19
2017-01-31,1096,8011001,54.8,32
2017-02-01,1096,8011001,22.25,13
2017-02-02,1096,8011001,32.54,20
2017-02-03,1096,8011001,53.08,32
2017-02-04,1096,8011001,56.51,38
2017-02-05,1096,8011001,39.36,26
2017-02-06,1096,8011001,41.11,25
2017-02-07,1096,8011001,39.37,23
2017-02-08,1096,8011001,53.09,31
2017-02-09,1096,8011001,41.09,26
2017-02-10,1096,8011001,32.54,19
2017-02-11,1096,8011001,44.52,26
2017-02-12,1096,8011001,61.68,38
2017-02-13,1096,8011001,47.96,29
2017-02-14,1096,8011001,37.68,22
2017-02-15,1096,8011001,39.4,24
2017-02-16,1096,8011001,41.1,24
2017-02-17,1096,8011001,34.26,20
2017-02-18,1096,8011001,44.52,26
2017-02-19,1096,8011001,53.11,31
2017-02-20,1096,8011001,10.27,6
2017-02-21,1096,8011001,30.84,18
2017-02-22,1096,8011001,32.54,19
2017-02-23,1096,8011001,46.24,27
2017-02-24,1096,8011001,39.39,23
2017-02-25,1096,8011001,61.66,36
2017-02-26,1096,8011001,34.26,20
2017-02-27,1096,8011001,32.55,19
2017-02-28,1096,8011001,27.4,16
2017-03-01,1096,8011001,17.13,10
2017-03-02,1096,8011001,29.1,17
2017-03-03,1096,8011001,42.8,25
2017-03-04,1096,8011001,41.11,24
2017-03-05,1096,8011001,39.39,23
2017-03-06,1096,8011001,34.23,20
2017-03-07,1096,8011001,32.53,19
2017-03-08,1096,8011001,34.24,20
2017-03-09,1096,8011001,58.23,34
2017-03-10,1096,8011001,35.96,21
2017-03-11,1096,8011001,46.25,27
2017-03-12,1096,8011001,44.52,26
2017-03-13,1096,8011001,51.4,30
2017-03-14,1096,8011001,23.97,14
2017-03-15,1096,8011001,44.5,26
2017-03-16,1096,8011001,41.1,24
2017-03-17,1096,8011001,32.53,19
2017-03-18,1096,8011001,22.25,13
2017-03-19,1096,8011001,54.79,32
2017-03-20,1096,8011001,27.4,16
2017-03-21,1096,8011001,39.37,23
2017-03-22,1096,8011001,77.05,45
2017-03-23,1096,8011001,34.25,20
2017-03-24,1096,8011001,39.38,23
2017-03-25,1096,8011001,41.1,24
2017-03-26,1096,8011001,37.65,22
2017-03-27,1096,8011001,35.95,21
2017-03-28,1096,8011001,56.53,33
2017-03-29,1096,8011001,35.97,21
2017-03-30,1096,8011001,42.81,25
2017-03-31,1096,8011001,22.25,13
2017-04-01,1096,8011001,70.23,41
2017-04-02,1096,8011001,65.1,38
2017-04-03,1096,8011001,32.52,19
2017-04-04,1096,8011001,44.5,26
2017-04-05,1096,8011001,46.22,27
2017-04-06,1096,8011001,15.4,9
2017-04-07,1096,8011001,37.68,22
2017-04-08,1096,8011001,65.07,38
2017-04-09,1096,8011001,51.39,30
