tarih,magaza_no,mal_no,toplam_satis_tl,toplam_satis_adet
2017-09-21,2177,8011740,3.47,3
2017-09-23,2177,8011740,5.78,5
2017-09-24,2177,8011740,16.19,14
2017-09-25,2177,8011740,5.79,5
2017-09-26,2177,8011740,9.26,8
2017-09-27,2177,8011740,3.47,3
2017-09-28,2177,8011740,4.63,4
2017-09-29,2177,8011740,6.93,6
2017-09-30,2177,8011740,4.63,4
2017-10-02,2177,8011740,2.31,2
2017-10-04,2177,8011740,2.31,2
2017-10-06,2177,8011740,2.31,2
2017-10-07,2177,8011740,11.56,10
2017-10-08,2177,8011740,9.25,8
2017-10-09,2177,8011740,20.83,18
2017-10-10,2177,8011740,13.89,12
2017-10-11,2177,8011740,4.64,4
2017-10-21,2177,8011740,9.26,8
2017-10-22,2177,8011740,4.63,4
2017-10-23,2177,8011740,9.26,8
2017-10-24,2177,8011740,3.47,3
2017-10-25,2177,8011740,4.63,4
2017-10-26,2177,8011740,1.16,1
2017-10-27,2177,8011740,6.93,6
2017-10-28,2177,8011740,5.79,5
2017-10-29,2177,8011740,3.47,3
2017-10-31,2177,8011740,5.79,5
2017-11-08,2177,8011740,2.31,2
2017-11-09,2177,8011740,2.32,2
2017-11-10,2177,8011740,11.57,10
2017-11-11,2177,8011740,4.63,4
2017-11-12,2177,8011740,20.83,18
2017-11-13,2177,8011740,4.63,4
2017-11-14,2177,8011740,18.51,16
2017-11-25,2177,8011740,9.26,8
2017-11-26,2177,8011740,5.79,5
2017-11-27,2177,8011740,3.48,3
2017-11-28,2177,8011740,3.47,3
2017-11-29,2177,8011740,6.94,6
2017-12-01,2177,8011740,11.57,10
2017-12-03,2177,8011740,3.47,3
2017-12-04,2177,8011740,5.78,5
2017-12-06,2177,8011740,8.1,7
2017-12-08,2177,8011740,1.16,1
2017-12-09,2177,8011740,9.25,8
2017-12-13,2177,8011740,4.63,4
2017-12-18,2177,8011740,6.94,6
2017-12-19,2177,8011740,4.63,4
2017-12-20,2177,8011740,4.63,4
2017-12-21,2177,8011740,6.95,6
2017-12-26,2177,8011740,3.47,3
2017-12-27,2177,8011740,20.84,18
2017-12-28,2177,8011740,13.89,12
2017-12-29,2177,8011740,15.04,13
2017-12-30,2177,8011740,16.2,14
2017-12-31,2177,8011740,9.25,8
