tarih,magaza_no,mal_no,toplam_satis_tl,toplam_satis_adet
2017-08-03,3328,8011740,1.16,1
2017-08-06,3328,8011740,6.94,6
2017-08-09,3328,8011740,3.47,3
2017-08-10,3328,8011740,2.31,2
2017-08-12,3328,8011740,1.16,1
2017-08-13,3328,8011740,4.63,4
2017-08-14,3328,8011740,3.47,3
2017-08-16,3328,8011740,2.31,2
2017-08-17,3328,8011740,2.31,2
2017-08-18,3328,8011740,4.62,4
2017-08-19,3328,8011740,2.31,2
2017-08-20,3328,8011740,2.31,2
2017-08-22,3328,8011740,3.47,3
2017-08-23,3328,8011740,2.32,2
2017-08-24,3328,8011740,4.63,4
2017-08-25,3328,8011740,3.47,3
2017-08-27,3328,8011740,3.47,3
2017-08-31,3328,8011740,1.16,1
2017-09-01,3328,8011740,2.31,2
2017-09-03,3328,8011740,2.31,2
2017-09-04,3328,8011740,3.47,3
2017-09-06,3328,8011740,2.31,2
2017-09-08,3328,8011740,1.16,1
2017-09-10,3328,8011740,2.31,2
2017-09-11,3328,8011740,4.63,4
2017-09-12,3328,8011740,2.31,2
2017-09-13,3328,8011740,4.63,4
2017-09-16,3328,8011740,6.94,6
2017-09-17,3328,8011740,6.94,6
2017-09-19,3328,8011740,2.31,2
2017-09-20,3328,8011740,5.78,5
2017-09-21,3328,8011740,2.32,2
2017-09-23,3328,8011740,1.16,1
2017-09-24,3328,8011740,9.25,8
2017-09-25,3328,8011740,1.16,1
2017-09-26,3328,8011740,2.31,2
2017-09-29,3328,8011740,1.16,1
2017-09-30,3328,8011740,2.31,2
2017-10-03,3328,8011740,6.94,6
2017-10-07,3328,8011740,5.79,5
2017-10-11,3328,8011740,1.16,1
2017-10-15,3328,8011740,2.31,2
2017-10-17,3328,8011740,4.62,4
2017-10-18,3328,8011740,2.31,2
2017-10-20,3328,8011740,1.16,1
2017-10-21,3328,8011740,4.62,4
2017-10-22,3328,8011740,2.31,2
2017-10-23,3328,8011740,1.16,1
2017-10-28,3328,8011740,1.16,1
2017-10-29,3328,8011740,9.25,8
2017-11-03,3328,8011740,6.94,6
2017-11-05,3328,8011740,2.31,2
2017-11-06,3328,8011740,12.73,11
2017-11-08,3328,8011740,2.31,2
2017-11-09,3328,8011740,2.31,2
2017-11-10,3328,8011740,1.16,1
2017-11-15,3328,8011740,2.31,2
2017-11-19,3328,8011740,6.94,6
2017-11-20,3328,8011740,2.31,2
2017-11-22,3328,8011740,4.63,4
2017-11-24,3328,8011740,4.63,4
2017-11-26,3328,8011740,23.14,20
2017-12-01,3328,8011740,3.47,3
2017-12-02,3328,8011740,5.78,5
2017-12-03,3328,8011740,4.62,4
2017-12-09,3328,8011740,1.16,1
2017-12-10,3328,8011740,5.78,5
2017-12-12,3328,8011740,2.31,2
2017-12-13,3328,8011740,4.63,4
2017-12-16,3328,8011740,1.16,1
2017-12-17,3328,8011740,6.94,6
2017-12-20,3328,8011740,2.31,2
2017-12-23,3328,8011740,3.47,3
2017-12-24,3328,8011740,3.47,3
2017-12-28,3328,8011740,3.47,3
2017-12-29,3328,8011740,3.47,3
2017-12-31,3328,8011740,4.63,4
