tarih,magaza_no,mal_no,toplam_satis_tl,toplam_satis_adet
2017-09-22,4816,8011740,2.32,2
2017-09-23,4816,8011740,3.47,3
2017-09-24,4816,8011740,2.32,2
2017-09-25,4816,8011740,6.95,6
2017-09-26,4816,8011740,5.79,5
2017-09-27,4816,8011740,1.16,1
2017-10-12,4816,8011740,5.79,5
2017-10-14,4816,8011740,6.94,6
2017-10-17,4816,8011740,4.63,4
2017-10-18,4816,8011740,6.94,6
2017-10-20,4816,8011740,5.79,5
2017-10-24,4816,8011740,2.31,2
2017-10-26,4816,8011740,2.31,2
2017-10-29,4816,8011740,1.16,1
2017-10-30,4816,8011740,2.32,2
2017-10-31,4816,8011740,3.47,3
2017-11-01,4816,8011740,3.47,3
2017-11-08,4816,8011740,2.31,2
2017-11-09,4816,8011740,1.16,1
2017-11-10,4816,8011740,2.31,2
2017-11-12,4816,8011740,2.31,2
2017-11-14,4816,8011740,2.31,2
2017-11-16,4816,8011740,2.32,2
2017-11-18,4816,8011740,1.16,1
2017-11-20,4816,8011740,1.16,1
2017-11-22,4816,8011740,2.32,2
2017-11-23,4816,8011740,1.16,1
2017-11-25,4816,8011740,2.32,2
2017-11-26,4816,8011740,1.16,1
2017-11-27,4816,8011740,2.32,2
2017-11-28,4816,8011740,2.32,2
2017-11-29,4816,8011740,1.16,1
2017-11-30,4816,8011740,2.32,2
2017-12-01,4816,8011740,2.32,2
2017-12-03,4816,8011740,1.16,1
2017-12-04,4816,8011740,1.16,1
2017-12-06,4816,8011740,1.16,1
2017-12-08,4816,8011740,5.79,5
2017-12-11,4816,8011740,1.16,1
2017-12-14,4816,8011740,2.32,2
2017-12-17,4816,8011740,2.31,2
2017-12-20,4816,8011740,1.16,1
2017-12-22,4816,8011740,2.32,2
2017-12-23,4816,8011740,1.16,1
2017-12-24,4816,8011740,3.47,3
2017-12-28,4816,8011740,1.16,1
2017-12-31,4816,8011740,1.16,1
