tarih,magaza_no,mal_no,toplam_satis_tl,toplam_satis_adet
2017-08-15,5136,8011605,14.63,4
2017-08-16,5136,8011605,3.66,1
2017-08-17,5136,8011605,3.66,1
2017-08-18,5136,8011605,7.32,2
2017-08-22,5136,8011605,7.31,2
2017-08-24,5136,8011605,7.32,2
2017-08-27,5136,8011605,3.66,1
2017-08-28,5136,8011605,3.66,1
2017-08-29,5136,8011605,7.32,2
2017-09-02,5136,8011605,14.63,4
2017-09-05,5136,8011605,3.66,1
2017-09-06,5136,8011605,3.66,1
2017-09-11,5136,8011605,3.66,1
2017-09-18,5136,8011605,3.66,1
2017-09-19,5136,8011605,18.3,5
2017-09-20,5136,8011605,21.96,6
2017-09-21,5136,8011605,3.66,1
2017-09-28,5136,8011605,10.97,3
2017-09-30,5136,8011605,3.66,1
2017-10-01,5136,8011605,7.32,2
2017-10-04,5136,8011605,3.66,1
2017-10-05,5136,8011605,3.47,1
2017-10-06,5136,8011605,3.47,1
2017-10-08,5136,8011605,6.94,2
2017-10-09,5136,8011605,6.94,2
2017-10-11,5136,8011605,10.41,3
2017-10-15,5136,8011605,17.36,5
2017-10-17,5136,8011605,3.47,1
2017-10-18,5136,8011605,6.94,2
2017-10-19,5136,8011605,7.31,2
2017-10-20,5136,8011605,3.66,1
2017-10-21,5136,8011605,18.29,5
2017-10-23,5136,8011605,3.66,1
2017-10-24,5136,8011605,10.98,3
2017-10-25,5136,8011605,3.66,1
2017-10-29,5136,8011605,3.66,1
2017-10-30,5136,8011605,3.66,1
2017-10-31,5136,8011605,3.66,1
2017-11-02,5136,8011605,6.94,2
2017-11-03,5136,8011605,10.41,3
2017-11-04,5136,8011605,17.35,5
2017-11-05,5136,8011605,10.41,3
2017-11-06,5136,8011605,6.94,2
2017-11-07,5136,8011605,6.94,2
2017-11-08,5136,8011605,3.47,1
2017-11-09,5136,8011605,13.88,4
2017-11-10,5136,8011605,3.47,1
2017-11-11,5136,8011605,3.47,1
2017-11-13,5136,8011605,6.94,2
2017-11-14,5136,8011605,3.47,1
2017-11-16,5136,8011605,6.94,2
2017-11-17,5136,8011605,3.47,1
2017-11-18,5136,8011605,6.94,2
2017-11-19,5136,8011605,6.94,2
2017-11-20,5136,8011605,13.88,4
2017-11-22,5136,8011605,6.94,2
2017-11-23,5136,8011605,6.94,2
2017-11-24,5136,8011605,6.94,2
2017-11-25,5136,8011605,13.88,4
2017-11-26,5136,8011605,3.47,1
2017-11-27,5136,8011605,6.94,2
2017-11-28,5136,8011605,3.47,1
2017-11-29,5136,8011605,3.47,1
2017-11-30,5136,8011605,10.41,3
2017-12-01,5136,8011605,10.41,3
2017-12-02,5136,8011605,3.47,1
2017-12-03,5136,8011605,6.94,2
2017-12-04,5136,8011605,3.47,1
2017-12-06,5136,8011605,3.47,1
2017-12-07,5136,8011605,3.47,1
2017-12-08,5136,8011605,3.47,1
2017-12-09,5136,8011605,6.94,2
2017-12-10,5136,8011605,3.47,1
2017-12-11,5136,8011605,6.94,2
2017-12-12,5136,8011605,3.47,1
2017-12-13,5136,8011605,13.88,4
2017-12-15,5136,8011605,6.94,2
2017-12-16,5136,8011605,17.35,5
2017-12-19,5136,8011605,3.47,1
2017-12-20,5136,8011605,3.47,1
2017-12-21,5136,8011605,13.88,4
2017-12-22,5136,8011605,3.47,1
2017-12-23,5136,8011605,13.88,4
2017-12-25,5136,8011605,3.47,1
2017-12-26,5136,8011605,6.94,2
2017-12-27,5136,8011605,6.94,2
2017-12-29,5136,8011605,13.88,4
2017-12-30,5136,8011605,13.88,4
2017-12-31,5136,8011605,17.35,5
