tarih,magaza_no,mal_no,toplam_satis_tl,toplam_satis_adet
2017-11-28,2177,8011605,45.13,13
2017-11-29,2177,8011605,10.41,3
2017-11-30,2177,8011605,3.47,1
2017-12-01,2177,8011605,3.47,1
2017-12-02,2177,8011605,10.41,3
2017-12-03,2177,8011605,13.89,4
2017-12-04,2177,8011605,45.13,13
2017-12-05,2177,8011605,0.0,0
2017-12-07,2177,8011605,34.72,10
2017-12-09,2177,8011605,6.94,2
2017-12-10,2177,8011605,24.3,7
2017-12-11,2177,8011605,3.47,1
2017-12-14,2177,8011605,3.47,1
2017-12-15,2177,8011605,3.47,1
2017-12-16,2177,8011605,6.94,2
2017-12-17,2177,8011605,48.61,14
2017-12-19,2177,8011605,3.47,1
2017-12-20,2177,8011605,13.88,4
2017-12-21,2177,8011605,10.41,3
2017-12-22,2177,8011605,27.78,8
2017-12-24,2177,8011605,20.82,6
2017-12-25,2177,8011605,3.47,1
2017-12-26,2177,8011605,34.72,10
2017-12-27,2177,8011605,10.41,3
2017-12-28,2177,8011605,17.35,5
2017-12-29,2177,8011605,3.47,1
2017-12-30,2177,8011605,20.82,6
2017-12-31,2177,8011605,45.13,13
