tarih,magaza_no,mal_no,toplam_satis_tl,toplam_satis_adet
2019-01-01,1096,8010701,49.6,16
2019-01-02,1096,8010701,96.11,31
2019-01-03,1096,8010701,105.42,34
2019-01-04,1096,8010701,117.81,38
2019-01-05,1096,8010701,111.6,36
2019-01-06,1096,8010701,117.81,38
2019-01-07,1096,8010701,58.9,19
2019-01-08,1096,8010701,86.81,28
2019-01-09,1096,8010701,96.11,31
2019-01-10,1096,8010701,74.41,24
2019-01-11,1096,8010701,99.2,32
2019-01-12,1096,8010701,195.31,63
2019-01-13,1096,8010701,96.11,31
2019-01-14,1096,8010701,89.91,29
2019-01-15,1096,8010701,74.4,24
2019-01-16,1096,8010701,68.22,22
2019-01-17,1096,8010701,133.31,43
2019-01-18,1096,8010701,142.62,46
2019-01-19,1096,8010701,133.31,43
2019-01-20,1096,8010701,102.3,33
2019-01-21,1096,8010701,96.11,31
2019-01-22,1096,8010701,89.9,29
2019-01-23,1096,8010701,108.51,35
2019-01-24,1096,8010701,105.41,34
2019-01-25,1096,8010701,120.91,39
2019-01-26,1096,8010701,176.72,57
2019-01-27,1096,8010701,164.33,53
2019-01-28,1096,8010701,130.22,42
2019-01-29,1096,8010701,117.81,38
2019-01-30,1096,8010701,108.51,35
2019-01-31,1096,8010701,93.0,30
2019-02-01,1096,8010701,114.71,37
2019-02-02,1096,8010701,151.92,49
2019-02-03,1096,8010701,120.91,39
2019-02-04,1096,8010701,108.52,35
2019-02-05,1096,8010701,151.92,49
2019-02-06,1096,8010701,111.6,36
2019-02-07,1096,8010701,105.4,34
2019-02-08,1096,8010701,99.21,32
2019-02-09,1096,8010701,179.81,58
2019-02-10,1096,8010701,176.72,57
2019-02-11,1096,8010701,130.2,42
2019-02-12,1096,8010701,58.9,19
2019-02-13,1096,8010701,68.21,22
2019-02-14,1096,8010701,99.87,41
2019-02-15,1096,8010701,180.45,76
2019-02-16,1096,8010701,129.25,55
2019-02-17,1096,8010701,170.3,71
2019-02-18,1096,8010701,80.51,34
2019-02-19,1096,8010701,82.84,35
2019-02-20,1096,8010701,110.7,46
2019-02-21,1096,8010701,91.31,39
2019-02-22,1096,8010701,154.93,65
2019-02-23,1096,8010701,178.8,75
2019-02-24,1096,8010701,116.91,49
2019-02-25,1096,8010701,140.09,59
2019-02-26,1096,8010701,77.4,33
2019-02-27,1096,8010701,88.25,38
